g0;Alpha;Beta;Gamma;percent;Zustand
0;0.09;0.02;0.0;0.0;0
0;0.09;0.02;0.01;0.0;0
0;0.09;0.02;0.02;0.0;0
0;0.09;0.03;0.0;0.0;0
0;0.09;0.03;0.01;0.0;0
0;0.09;0.03;0.02;0.0;0
0;0.09;0.03;0.03;0.0;0
0;0.09;0.04;0.0;0.0;0
0;0.09;0.04;0.01;0.0;0
0;0.09;0.04;0.02;0.0;0
0;0.09;0.04;0.03;0.0;0
0;0.09;0.04;0.04;0.0;0
0;0.09;0.05;0.0;0.0;0
0;0.09;0.05;0.01;0.0;0
0;0.09;0.05;0.02;0.0;0
0;0.09;0.05;0.03;0.0;0
0;0.09;0.05;0.04;0.0;0
0;0.09;0.06;0.0;0.0;0
0;0.09;0.06;0.01;0.0;0
0;0.09;0.06;0.02;0.0;0
0;0.09;0.06;0.03;0.0;0
0;0.09;0.07;0.0;0.0;0
0;0.09;0.07;0.01;0.0;0
0;0.09;0.08;0.0;0.0;0
0;0.09;0.08;0.01;0.0;0
0;0.09;0.09;0.0;0.0;0
0;0.1;0.0;0.0;2.44;0
0;0.1;0.01;0.0;0.0;0
0;0.1;0.01;0.01;0.0;0
0;0.1;0.02;0.0;0.0;0
0;0.1;0.02;0.01;0.0;0
0;0.1;0.02;0.02;0.0;0
0;0.1;0.03;0.0;0.0;0
0;0.1;0.03;0.01;0.0;0
0;0.1;0.03;0.02;0.0;0
0;0.1;0.03;0.03;0.0;0
0;0.1;0.04;0.0;0.0;0
0;0.1;0.04;0.01;0.0;0
0;0.1;0.04;0.02;0.0;0
0;0.1;0.04;0.03;0.0;0
0;0.1;0.04;0.04;0.0;0
0;0.1;0.05;0.0;0.0;0
0;0.1;0.05;0.01;0.0;0
0;0.1;0.05;0.02;0.0;0
0;0.1;0.05;0.03;0.0;0
0;0.1;0.05;0.04;0.0;0
0;0.1;0.05;0.05;0.0;0
0;0.1;0.06;0.0;0.0;0
0;0.1;0.06;0.01;0.0;0
0;0.1;0.06;0.02;0.0;0
0;0.1;0.06;0.03;0.0;0
0;0.1;0.06;0.04;0.0;0
0;0.1;0.07;0.0;0.0;0
0;0.1;0.07;0.01;0.0;0
0;0.1;0.07;0.02;0.0;0
0;0.1;0.07;0.03;0.0;0
0;0.1;0.08;0.0;0.0;0
0;0.1;0.08;0.01;0.0;0
0;0.1;0.08;0.02;0.0;0
0;0.1;0.09;0.0;0.0;0
0;0.1;0.09;0.01;0.0;0
0;0.1;0.1;0.0;0.0;0
0;0.11;0.0;0.0;0.0;0
0;0.11;0.01;0.0;0.0;0
0;0.11;0.01;0.01;0.0;0
0;0.11;0.02;0.0;0.0;0
0;0.11;0.02;0.01;0.0;0
0;0.11;0.02;0.02;0.0;0
0;0.11;0.03;0.0;0.0;0
0;0.11;0.03;0.01;0.0;0
0;0.11;0.03;0.02;0.0;0
0;0.11;0.03;0.03;0.0;0
0;0.11;0.04;0.0;0.0;0
0;0.11;0.04;0.01;0.0;0
0;0.11;0.04;0.02;0.0;0
0;0.11;0.04;0.03;0.0;0
0;0.11;0.04;0.04;0.0;0
0;0.11;0.05;0.0;0.0;0
0;0.11;0.05;0.01;0.0;0
0;0.11;0.05;0.02;0.0;0
0;0.11;0.05;0.03;0.0;0
0;0.11;0.05;0.04;0.0;0
0;0.11;0.05;0.05;0.0;0
0;0.11;0.06;0.0;0.0;0
0;0.11;0.06;0.01;0.0;0
0;0.11;0.06;0.02;0.0;0
0;0.11;0.06;0.03;0.0;0
0;0.11;0.06;0.04;0.0;0
0;0.11;0.06;0.05;0.0;0
0;0.11;0.07;0.0;0.0;0
0;0.11;0.07;0.01;0.0;0
0;0.11;0.07;0.02;0.0;0
0;0.11;0.07;0.03;0.0;0
0;0.11;0.08;0.0;0.0;0
0;0.11;0.08;0.01;0.0;0
0;0.11;0.08;0.02;0.0;0
0;0.11;0.08;0.03;2.44;0
0;0.11;0.09;0.0;0.0;0
0;0.11;0.09;0.01;0.0;0
0;0.11;0.09;0.02;0.0;0
0;0.11;0.1;0.0;0.0;0
0;0.11;0.1;0.01;0.0;0
0;0.11;0.11;0.0;0.0;0
0;0.12;0.0;0.0;0.0;0
0;0.12;0.01;0.0;0.0;0
0;0.12;0.01;0.01;0.0;0
0;0.12;0.02;0.0;0.0;0
0;0.12;0.02;0.01;0.0;0
0;0.12;0.02;0.02;0.0;0
0;0.12;0.03;0.0;0.0;0
0;0.12;0.03;0.01;0.0;0
0;0.12;0.03;0.02;0.0;0
0;0.12;0.03;0.03;0.0;0
0;0.12;0.04;0.0;0.0;0
0;0.12;0.04;0.01;0.0;0
0;0.12;0.04;0.02;0.0;0
0;0.12;0.04;0.03;0.0;0
0;0.12;0.04;0.04;0.0;0
0;0.12;0.05;0.0;0.0;0
0;0.12;0.05;0.01;0.0;0
0;0.12;0.05;0.02;0.0;0
0;0.12;0.05;0.03;0.0;0
0;0.12;0.05;0.04;0.0;0
0;0.12;0.05;0.05;0.0;0
0;0.12;0.06;0.0;0.0;0
0;0.12;0.06;0.01;0.0;0
0;0.12;0.06;0.02;0.0;0
0;0.12;0.06;0.03;0.0;0
0;0.12;0.06;0.04;0.0;0
0;0.12;0.06;0.05;0.0;0
0;0.12;0.06;0.06;0.0;0
0;0.12;0.07;0.0;0.0;0
0;0.12;0.07;0.01;0.0;0
0;0.12;0.07;0.02;0.0;0
0;0.12;0.07;0.03;0.0;0
0;0.12;0.07;0.04;0.0;0
0;0.12;0.08;0.0;0.0;0
0;0.12;0.08;0.01;0.0;0
0;0.12;0.08;0.02;0.0;0
0;0.12;0.08;0.03;0.0;0
0;0.12;0.08;0.04;0.0;0
0;0.12;0.09;0.0;0.0;0
0;0.12;0.09;0.01;0.0;0
0;0.12;0.09;0.02;0.0;0
0;0.12;0.09;0.03;0.0;0
0;0.12;0.1;0.0;0.0;0
0;0.12;0.1;0.01;0.0;0
0;0.12;0.11;0.0;0.0;0
0;0.12;0.11;0.01;0.0;0
0;0.12;0.12;0.0;0.0;0
0;0.13;0.0;0.0;0.0;0
0;0.13;0.01;0.0;0.0;0
0;0.13;0.01;0.01;0.0;0
0;0.13;0.02;0.0;0.0;0
0;0.13;0.02;0.01;0.0;0
0;0.13;0.02;0.02;0.0;0
0;0.13;0.03;0.0;0.0;0
0;0.13;0.03;0.01;0.0;0
0;0.13;0.03;0.02;0.0;0
0;0.13;0.03;0.03;0.0;0
0;0.13;0.04;0.0;0.0;0
0;0.13;0.04;0.01;0.0;0
0;0.13;0.04;0.02;0.0;0
0;0.13;0.04;0.03;0.0;0
0;0.13;0.04;0.04;0.0;0
0;0.13;0.05;0.0;0.0;0
0;0.13;0.05;0.01;0.0;0
0;0.13;0.05;0.02;0.0;0
0;0.13;0.05;0.03;0.0;0
0;0.13;0.05;0.04;0.0;0
0;0.13;0.05;0.05;0.0;0
0;0.13;0.06;0.0;0.0;0
0;0.13;0.06;0.01;0.0;0
0;0.13;0.06;0.02;0.0;0
0;0.13;0.06;0.03;0.0;0
0;0.13;0.06;0.04;0.0;0
0;0.13;0.06;0.05;0.0;0
0;0.13;0.06;0.06;0.0;0
0;0.13;0.07;0.0;0.0;0
0;0.13;0.07;0.01;0.0;0
0;0.13;0.07;0.02;0.0;0
0;0.13;0.07;0.03;0.0;0
0;0.13;0.07;0.04;0.0;0
0;0.13;0.07;0.05;0.0;0
0;0.13;0.07;0.06;0.0;0
0;0.13;0.08;0.0;0.0;0
0;0.13;0.08;0.01;0.0;0
0;0.13;0.08;0.02;0.0;0
0;0.13;0.08;0.03;0.0;0
0;0.13;0.08;0.04;0.0;0
0;0.13;0.08;0.05;0.0;0
0;0.13;0.09;0.0;0.0;0
0;0.13;0.09;0.01;0.0;0
0;0.13;0.09;0.02;0.0;0
0;0.13;0.09;0.03;0.0;0
0;0.13;0.09;0.04;0.0;0
0;0.13;0.1;0.0;0.0;0
0;0.13;0.1;0.01;0.0;0
0;0.13;0.1;0.02;0.0;0
0;0.13;0.1;0.03;0.0;0
0;0.13;0.11;0.0;0.0;0
0;0.13;0.11;0.01;0.0;0
0;0.13;0.11;0.02;0.0;0
0;0.13;0.12;0.0;0.0;0
0;0.13;0.12;0.01;0.0;0
0;0.13;0.13;0.0;0.0;0
0;0.14;0.0;0.0;2.44;0
0;0.14;0.01;0.0;0.0;0
0;0.14;0.01;0.01;0.0;0
0;0.14;0.02;0.0;0.0;0
0;0.14;0.02;0.01;0.0;0
0;0.14;0.02;0.02;0.0;0
0;0.14;0.03;0.0;0.0;0
0;0.14;0.03;0.01;0.0;0
0;0.14;0.03;0.02;0.0;0
0;0.14;0.03;0.03;0.0;0
0;0.14;0.04;0.0;0.0;0
0;0.14;0.04;0.01;0.0;0
0;0.14;0.04;0.02;0.0;0
0;0.14;0.04;0.03;0.0;0
0;0.14;0.04;0.04;0.0;0
0;0.14;0.05;0.0;0.0;0
0;0.14;0.05;0.01;0.0;0
0;0.14;0.05;0.02;0.0;0
0;0.14;0.05;0.03;0.0;0
0;0.14;0.05;0.04;0.0;0
0;0.14;0.05;0.05;0.0;0
0;0.14;0.06;0.0;0.0;0
0;0.14;0.06;0.01;0.0;0
0;0.14;0.06;0.02;0.0;0
0;0.14;0.06;0.03;0.0;0
0;0.14;0.06;0.04;0.0;0
0;0.14;0.06;0.05;0.0;0
0;0.14;0.06;0.06;0.0;0
0;0.14;0.07;0.0;0.0;0
0;0.14;0.07;0.01;0.0;0
0;0.14;0.07;0.02;0.0;0
0;0.14;0.07;0.03;0.0;0
0;0.14;0.07;0.04;0.0;0
0;0.14;0.07;0.05;0.0;0
0;0.14;0.07;0.06;0.0;0
0;0.14;0.07;0.07;0.0;0
0;0.14;0.08;0.0;0.0;0
0;0.14;0.08;0.01;0.0;0
0;0.14;0.08;0.02;0.0;0
0;0.14;0.08;0.03;0.0;0
0;0.14;0.08;0.04;0.0;0
0;0.14;0.08;0.05;0.0;0
0;0.14;0.08;0.06;0.0;0
0;0.14;0.09;0.0;0.0;0
0;0.14;0.09;0.01;0.0;0
0;0.14;0.09;0.02;0.0;0
0;0.14;0.09;0.03;0.0;0
0;0.14;0.09;0.04;0.0;0
0;0.14;0.09;0.05;0.0;0
0;0.14;0.1;0.0;0.0;0
0;0.14;0.1;0.01;0.0;0
0;0.14;0.1;0.02;0.0;0
0;0.14;0.1;0.03;0.0;0
0;0.14;0.1;0.04;0.0;0
0;0.14;0.11;0.0;0.0;0
0;0.14;0.11;0.01;0.0;0
0;0.14;0.11;0.02;0.0;0
0;0.14;0.11;0.03;0.0;0
0;0.14;0.12;0.0;0.0;0
0;0.14;0.12;0.01;0.0;0
0;0.14;0.12;0.02;0.0;0
0;0.14;0.13;0.0;0.0;0
0;0.14;0.13;0.01;0.0;0
0;0.14;0.14;0.0;0.0;0
0;0.15;0.0;0.0;0.0;0
0;0.15;0.01;0.0;0.0;0
0;0.15;0.01;0.01;0.0;0
0;0.15;0.02;0.0;0.0;0
0;0.15;0.02;0.01;0.0;0
0;0.15;0.02;0.02;0.0;0
0;0.15;0.03;0.0;0.0;0
0;0.15;0.03;0.01;0.0;0
0;0.15;0.03;0.02;0.0;0
0;0.15;0.03;0.03;0.0;0
0;0.15;0.04;0.0;0.0;0
0;0.15;0.04;0.01;0.0;0
0;0.15;0.04;0.02;0.0;0
0;0.15;0.04;0.03;0.0;0
0;0.15;0.04;0.04;0.0;0
0;0.15;0.05;0.0;0.0;0
0;0.15;0.05;0.01;0.0;0
0;0.15;0.05;0.02;0.0;0
0;0.15;0.05;0.03;0.0;0
0;0.15;0.05;0.04;0.0;0
0;0.15;0.05;0.05;0.0;0
0;0.15;0.06;0.0;0.0;0
0;0.15;0.06;0.01;0.0;0
0;0.15;0.06;0.02;0.0;0
0;0.15;0.06;0.03;0.0;0
0;0.15;0.06;0.04;0.0;0
0;0.15;0.06;0.05;0.0;0
0;0.15;0.06;0.06;0.0;0
0;0.15;0.07;0.0;0.0;0
0;0.15;0.07;0.01;0.0;0
0;0.15;0.07;0.02;0.0;0
0;0.15;0.07;0.03;0.0;0
0;0.15;0.07;0.04;0.0;0
0;0.15;0.07;0.05;0.0;0
0;0.15;0.07;0.06;0.0;0
0;0.15;0.07;0.07;0.0;0
0;0.15;0.08;0.0;0.0;0
0;0.15;0.08;0.01;0.0;0
0;0.15;0.08;0.02;0.0;0
0;0.15;0.08;0.03;0.0;0
0;0.15;0.08;0.04;0.0;0
0;0.15;0.08;0.05;0.0;0
0;0.15;0.08;0.06;0.0;0
0;0.15;0.09;0.0;0.0;0
0;0.15;0.09;0.01;0.0;0
0;0.15;0.09;0.02;0.0;0
0;0.15;0.09;0.03;0.0;0
0;0.15;0.09;0.04;0.0;0
0;0.15;0.09;0.05;0.0;0
0;0.15;0.09;0.06;0.0;0
0;0.15;0.1;0.0;0.0;0
0;0.15;0.1;0.01;0.0;0
0;0.15;0.1;0.02;0.0;0
0;0.15;0.1;0.03;0.0;0
0;0.15;0.1;0.04;0.0;0
0;0.15;0.11;0.0;0.0;0
0;0.15;0.11;0.01;0.0;0
0;0.15;0.11;0.02;0.0;0
0;0.15;0.11;0.03;0.0;0
0;0.15;0.11;0.04;0.0;0
0;0.15;0.12;0.0;0.0;0
0;0.15;0.12;0.01;0.0;0
0;0.15;0.12;0.02;0.0;0
0;0.15;0.12;0.03;0.0;0
0;0.15;0.13;0.0;0.0;0
0;0.15;0.13;0.01;0.0;0
0;0.15;0.13;0.02;0.0;0
0;0.15;0.14;0.0;0.0;0
0;0.15;0.15;0.0;0.0;0
0;0.16;0.0;0.0;0.0;0
0;0.16;0.01;0.0;0.0;0
0;0.16;0.01;0.01;0.0;0
0;0.16;0.02;0.0;0.0;0
0;0.16;0.02;0.01;0.0;0
0;0.16;0.02;0.02;0.0;0
0;0.16;0.03;0.0;0.0;0
0;0.16;0.03;0.01;0.0;0
0;0.16;0.03;0.02;0.0;0
0;0.16;0.03;0.03;0.0;0
0;0.16;0.04;0.0;0.0;0
0;0.16;0.04;0.01;0.0;0
0;0.16;0.04;0.02;0.0;0
0;0.16;0.04;0.03;0.0;0
0;0.16;0.04;0.04;0.0;0
0;0.16;0.05;0.0;0.0;0
0;0.16;0.05;0.01;0.0;0
0;0.16;0.05;0.02;0.0;0
0;0.16;0.05;0.03;0.0;0
0;0.16;0.05;0.04;0.0;0
0;0.16;0.05;0.05;0.0;0
0;0.16;0.06;0.0;0.0;0
0;0.16;0.06;0.01;0.0;0
0;0.16;0.06;0.02;0.0;0
0;0.16;0.06;0.03;0.0;0
0;0.16;0.06;0.04;0.0;0
0;0.16;0.06;0.05;0.0;0
0;0.16;0.06;0.06;0.0;0
0;0.16;0.07;0.0;0.0;0
0;0.16;0.07;0.01;0.0;0
0;0.16;0.07;0.02;0.0;0
0;0.16;0.07;0.03;0.0;0
0;0.16;0.07;0.04;0.0;0
0;0.16;0.07;0.05;0.0;0
0;0.16;0.07;0.06;0.0;0
0;0.16;0.07;0.07;0.0;0
0;0.16;0.08;0.0;0.0;0
0;0.16;0.08;0.01;0.0;0
0;0.16;0.08;0.02;0.0;0
0;0.16;0.08;0.03;0.0;0
0;0.16;0.08;0.04;0.0;0
0;0.16;0.08;0.05;0.0;0
0;0.16;0.08;0.06;0.0;0
0;0.16;0.08;0.07;0.0;0
0;0.16;0.08;0.08;0.0;0
0;0.16;0.09;0.0;0.0;0
0;0.16;0.09;0.01;0.0;0
0;0.16;0.09;0.02;0.0;0
0;0.16;0.09;0.03;0.0;0
0;0.16;0.09;0.04;0.0;0
0;0.16;0.09;0.05;0.0;0
0;0.16;0.09;0.06;0.0;0
0;0.16;0.09;0.07;0.0;0
0;0.16;0.1;0.0;0.0;0
0;0.16;0.1;0.01;0.0;0
0;0.16;0.1;0.02;0.0;0
0;0.16;0.1;0.03;0.0;0
0;0.16;0.1;0.04;0.0;0
0;0.16;0.1;0.05;0.0;0
0;0.16;0.1;0.06;0.0;0
0;0.16;0.11;0.0;0.0;0
0;0.16;0.11;0.01;0.0;0
0;0.16;0.11;0.02;0.0;0
0;0.16;0.11;0.03;0.0;0
0;0.16;0.11;0.04;0.0;0
0;0.16;0.11;0.05;0.0;0
0;0.16;0.12;0.0;0.0;0
0;0.16;0.12;0.01;0.0;0
0;0.16;0.12;0.02;0.0;0
0;0.16;0.12;0.03;0.0;0
0;0.16;0.12;0.04;0.0;0
0;0.16;0.13;0.0;0.0;0
0;0.16;0.13;0.01;0.0;0
0;0.16;0.13;0.02;0.0;0
0;0.16;0.13;0.03;0.0;0
0;0.16;0.14;0.0;0.0;0
0;0.16;0.14;0.01;0.0;0
0;0.16;0.14;0.02;0.0;0
0;0.16;0.15;0.0;0.0;0
0;0.16;0.15;0.01;0.0;0
0;0.16;0.16;0.0;0.0;0
0;0.17;0.0;0.0;0.0;0
0;0.17;0.01;0.0;0.0;0
0;0.17;0.01;0.01;0.0;0
0;0.17;0.02;0.0;0.0;0
0;0.17;0.02;0.01;0.0;0
0;0.17;0.02;0.02;0.0;0
0;0.17;0.03;0.0;0.0;0
0;0.17;0.03;0.01;0.0;0
0;0.17;0.03;0.02;0.0;0
0;0.17;0.03;0.03;0.0;0
0;0.17;0.04;0.0;0.0;0
0;0.17;0.04;0.01;0.0;0
0;0.17;0.04;0.02;0.0;0
0;0.17;0.04;0.03;0.0;0
0;0.17;0.04;0.04;0.0;0
0;0.17;0.05;0.0;0.0;0
0;0.17;0.05;0.01;0.0;0
0;0.17;0.05;0.02;0.0;0
0;0.17;0.05;0.03;0.0;0
0;0.17;0.05;0.04;0.0;0
0;0.17;0.05;0.05;0.0;0
0;0.17;0.06;0.0;0.0;0
0;0.17;0.06;0.01;0.0;0
0;0.17;0.06;0.02;0.0;0
0;0.17;0.06;0.03;0.0;0
0;0.17;0.06;0.04;0.0;0
0;0.17;0.06;0.05;0.0;0
0;0.17;0.06;0.06;0.0;0
0;0.17;0.07;0.0;0.0;0
0;0.17;0.07;0.01;0.0;0
0;0.17;0.07;0.02;0.0;0
0;0.17;0.07;0.03;0.0;0
0;0.17;0.07;0.04;0.0;0
0;0.17;0.07;0.05;0.0;0
0;0.17;0.07;0.06;0.0;0
0;0.17;0.07;0.07;0.0;0
0;0.17;0.08;0.0;0.0;0
0;0.17;0.08;0.01;0.0;0
0;0.17;0.08;0.02;0.0;0
0;0.17;0.08;0.03;0.0;0
0;0.17;0.08;0.04;0.0;0
0;0.17;0.08;0.05;0.0;0
0;0.17;0.08;0.06;0.0;0
0;0.17;0.08;0.07;0.0;0
0;0.17;0.08;0.08;0.0;0
0;0.17;0.09;0.0;0.0;0
0;0.17;0.09;0.01;0.0;0
0;0.17;0.09;0.02;0.0;0
0;0.17;0.09;0.03;0.0;0
0;0.17;0.09;0.04;0.0;0
0;0.17;0.09;0.05;0.0;0
0;0.17;0.09;0.06;0.0;0
0;0.17;0.09;0.07;0.0;0
0;0.17;0.09;0.08;0.0;0
0;0.17;0.1;0.0;0.0;0
0;0.17;0.1;0.01;0.0;0
0;0.17;0.1;0.02;0.0;0
0;0.17;0.1;0.03;0.0;0
0;0.17;0.1;0.04;0.0;0
0;0.17;0.1;0.05;0.0;0
0;0.17;0.1;0.06;0.0;0
0;0.17;0.1;0.07;0.0;0
0;0.17;0.11;0.0;0.0;0
0;0.17;0.11;0.01;0.0;0
0;0.17;0.11;0.02;0.0;0
0;0.17;0.11;0.03;0.0;0
0;0.17;0.11;0.04;0.0;0
0;0.17;0.11;0.05;0.0;0
0;0.17;0.11;0.06;0.0;0
0;0.17;0.12;0.0;0.0;0
0;0.17;0.12;0.01;0.0;0
0;0.17;0.12;0.02;0.0;0
0;0.17;0.12;0.03;0.0;0
0;0.17;0.12;0.04;0.0;0
0;0.17;0.12;0.05;0.0;0
0;0.17;0.13;0.0;0.0;0
0;0.17;0.13;0.01;0.0;0
0;0.17;0.13;0.02;0.0;0
0;0.17;0.13;0.03;0.0;0
0;0.17;0.13;0.04;0.0;0
0;0.17;0.14;0.0;0.0;0
0;0.17;0.14;0.01;0.0;0
0;0.17;0.14;0.02;0.0;0
0;0.17;0.14;0.03;0.0;0
0;0.17;0.15;0.0;0.0;0
0;0.17;0.15;0.01;0.0;0
0;0.17;0.15;0.02;0.0;0
0;0.17;0.16;0.0;0.0;0
0;0.17;0.16;0.01;0.0;0
0;0.17;0.17;0.0;0.0;0
0;0.18;0.0;0.0;0.0;0
0;0.18;0.01;0.0;0.0;0
0;0.18;0.01;0.01;0.0;0
0;0.18;0.02;0.0;0.0;0
0;0.18;0.02;0.01;0.0;0
0;0.18;0.02;0.02;0.0;0
0;0.18;0.03;0.0;0.0;0
0;0.18;0.03;0.01;0.0;0
0;0.18;0.03;0.02;0.0;0
0;0.18;0.03;0.03;0.0;0
0;0.18;0.04;0.0;0.0;0
0;0.18;0.04;0.01;0.0;0
0;0.18;0.04;0.02;0.0;0
0;0.18;0.04;0.03;0.0;0
0;0.18;0.04;0.04;0.0;0
0;0.18;0.05;0.0;0.0;0
0;0.18;0.05;0.01;0.0;0
0;0.18;0.05;0.02;0.0;0
0;0.18;0.05;0.03;0.0;0
0;0.18;0.05;0.04;0.0;0
0;0.18;0.05;0.05;0.0;0
0;0.18;0.06;0.0;0.0;0
0;0.18;0.06;0.01;0.0;0
0;0.18;0.06;0.02;0.0;0
0;0.18;0.06;0.03;0.0;0
0;0.18;0.06;0.04;0.0;0
0;0.18;0.06;0.05;0.0;0
0;0.18;0.06;0.06;0.0;0
0;0.18;0.07;0.0;0.0;0
0;0.18;0.07;0.01;0.0;0
0;0.18;0.07;0.02;0.0;0
0;0.18;0.07;0.03;0.0;0
0;0.18;0.07;0.04;0.0;0
0;0.18;0.07;0.05;0.0;0
0;0.18;0.07;0.06;0.0;0
0;0.18;0.07;0.07;0.0;0
0;0.18;0.08;0.0;0.0;0
0;0.18;0.08;0.01;0.0;0
0;0.18;0.08;0.02;0.0;0
0;0.18;0.08;0.03;0.0;0
0;0.18;0.08;0.04;0.0;0
0;0.18;0.08;0.05;0.0;0
0;0.18;0.08;0.06;0.0;0
0;0.18;0.08;0.07;0.0;0
0;0.18;0.08;0.08;0.0;0
0;0.18;0.09;0.0;0.0;0
0;0.18;0.09;0.01;0.0;0
0;0.18;0.09;0.02;0.0;0
0;0.18;0.09;0.03;0.0;0
0;0.18;0.09;0.04;0.0;0
0;0.18;0.09;0.05;0.0;0
0;0.18;0.09;0.06;0.0;0
0;0.18;0.09;0.07;0.0;0
0;0.18;0.09;0.08;0.0;0
0;0.18;0.09;0.09;0.0;0
0;0.18;0.1;0.0;0.0;0
0;0.18;0.1;0.01;0.0;0
0;0.18;0.1;0.02;0.0;0
0;0.18;0.1;0.03;0.0;0
0;0.18;0.1;0.04;0.0;0
0;0.18;0.1;0.05;0.0;0
0;0.18;0.1;0.06;0.0;0
0;0.18;0.1;0.07;0.0;0
0;0.18;0.1;0.08;0.0;0
0;0.18;0.11;0.0;0.0;0
0;0.18;0.11;0.01;0.0;0
0;0.18;0.11;0.02;0.0;0
0;0.18;0.11;0.03;0.0;0
0;0.18;0.11;0.04;0.0;0
0;0.18;0.11;0.05;0.0;0
0;0.18;0.11;0.06;0.0;0
0;0.18;0.11;0.07;0.0;0
0;0.18;0.12;0.0;0.0;0
0;0.18;0.12;0.01;0.0;0
0;0.18;0.12;0.02;0.0;0
0;0.18;0.12;0.03;0.0;0
0;0.18;0.12;0.04;0.0;0
0;0.18;0.12;0.05;0.0;0
0;0.18;0.12;0.06;0.0;0
0;0.18;0.13;0.0;0.0;0
0;0.18;0.13;0.01;0.0;0
0;0.18;0.13;0.02;0.0;0
0;0.18;0.13;0.03;0.0;0
0;0.18;0.13;0.04;0.0;0
0;0.18;0.13;0.05;0.0;0
0;0.18;0.14;0.0;0.0;0
0;0.18;0.14;0.01;0.0;0
0;0.18;0.14;0.02;0.0;0
0;0.18;0.14;0.03;0.0;0
0;0.18;0.15;0.0;0.0;0
